Timestamp,Temperature,Moisture,Light,Conductivity
2025-04-08 06:45:42,17.0,69.99,416.52,0.84
2025-04-08 06:35:42,16.21,66.77,530.24,0.74
2025-04-08 06:25:42,19.28,72.03,473.22,0.59
2025-04-08 06:15:42,16.1,72.23,485.55,0.78
2025-04-08 06:05:42,17.68,63.82,415.83,0.9
2025-04-08 05:55:42,19.2,72.24,481.77,0.83
2025-04-08 05:45:42,18.86,68.75,524.92,0.56
2025-04-08 05:35:42,16.14,68.78,511.59,0.91
2025-04-08 05:25:42,16.27,68.0,512.29,0.61
2025-04-08 05:15:42,16.6,71.83,433.4,0.72
2025-04-08 05:05:42,17.12,64.46,342.12,0.53
2025-04-08 04:55:42,17.26,62.08,402.22,0.64
2025-04-08 04:45:42,11.9,64.26,505.16,0.73
2025-04-08 04:35:42,14.22,69.65,446.65,0.63
2025-04-08 04:25:42,13.17,68.88,401.45,0.48
2025-04-08 04:15:42,13.48,63.09,376.91,0.61
2025-04-08 04:05:42,12.58,65.45,494.01,0.58
2025-04-08 03:55:42,13.39,65.14,309.45,0.47
2025-04-08 03:45:42,13.25,61.48,305.05,0.54
2025-04-08 03:35:42,12.52,69.13,481.84,0.58
2025-04-08 03:25:42,12.88,66.75,361.35,0.79
2025-04-08 03:15:42,12.62,68.0,506.74,0.49
2025-04-08 03:05:42,15.29,62.1,510.81,0.47
2025-04-08 02:55:42,13.05,65.26,452.33,0.49
2025-04-08 02:45:42,15.47,71.6,423.69,0.69
2025-04-08 02:35:42,15.35,71.8,465.69,0.88
2025-04-08 02:25:42,13.85,68.17,523.87,0.58
2025-04-08 02:15:42,15.68,72.81,557.94,0.77
2025-04-08 02:05:42,14.9,67.45,431.84,0.54
2025-04-08 01:55:42,16.43,71.03,391.54,0.69
2025-04-08 01:45:42,14.21,64.9,391.77,0.92
2025-04-08 01:35:42,14.2,71.48,555.74,0.52
2025-04-08 01:25:42,14.48,66.66,523.69,0.82
2025-04-08 01:15:42,16.08,70.31,359.41,0.76
2025-04-08 01:05:42,14.12,66.56,357.07,0.55
2025-04-08 00:55:42,15.67,63.98,457.05,0.7
2025-04-08 00:45:42,13.65,62.22,369.2,0.51
2025-04-08 00:35:42,13.06,60.95,322.86,0.57
2025-04-08 00:25:42,12.71,64.26,420.58,0.56
2025-04-08 00:15:42,13.93,66.32,442.91,0.55
2025-04-08 00:05:42,16.1,66.3,406.28,0.6
2025-04-07 23:55:42,16.3,61.81,319.68,0.42
2025-04-07 23:45:42,14.19,66.54,328.33,0.54
2025-04-07 23:35:42,14.06,67.06,408.22,0.73
2025-04-07 23:25:42,11.77,69.42,467.29,0.45
2025-04-07 23:15:42,16.31,61.91,497.78,0.69
2025-04-07 23:05:42,11.72,70.73,524.03,0.5
2025-04-07 22:55:42,14.95,67.32,465.12,0.54
2025-04-07 22:45:42,18.92,66.44,451.2,0.85
2025-04-07 22:35:42,14.41,69.74,479.36,0.8
2025-04-07 22:25:42,15.71,63.44,423.28,0.92
2025-04-07 22:15:42,15.82,66.83,448.0,0.61
2025-04-07 22:05:42,15.27,67.05,434.01,0.65
2025-04-07 21:55:42,19.16,66.33,502.14,0.85
2025-04-07 21:45:42,17.84,66.57,507.53,0.84
2025-04-07 21:35:42,14.83,70.81,367.91,0.83
2025-04-07 21:25:42,14.61,63.17,459.65,0.56
2025-04-07 21:15:42,16.65,69.43,502.8,0.61
2025-04-07 21:05:42,16.24,63.05,518.67,0.79
2025-04-07 20:55:42,13.16,61.91,457.64,0.83
2025-04-07 20:45:42,17.15,66.85,397.28,0.44
2025-04-07 20:35:42,17.15,62.7,341.41,0.72
2025-04-07 20:25:42,16.71,65.87,437.1,0.61
2025-04-07 20:15:42,15.3,69.7,431.4,0.7
2025-04-07 20:05:42,15.8,68.35,466.14,0.58
2025-04-07 19:55:42,11.88,67.12,480.24,0.64
2025-04-07 19:45:42,14.85,62.61,498.12,0.6
2025-04-07 19:35:42,11.07,68.47,474.44,0.78
2025-04-07 19:25:42,13.03,67.98,324.37,0.7
2025-04-07 19:15:42,13.88,62.79,479.15,0.45
2025-04-07 19:05:42,13.37,68.82,421.7,0.49
2025-04-07 18:55:42,14.97,70.29,485.03,0.79
2025-04-07 18:45:42,12.78,72.09,500.65,0.7
2025-04-07 18:35:42,14.77,68.86,539.94,0.75
2025-04-07 18:25:42,16.43,72.32,477.49,0.56
2025-04-07 18:15:42,19.53,66.69,553.09,0.76
2025-04-07 18:05:42,14.19,67.94,398.22,0.84
2025-04-07 17:55:42,14.28,63.92,370.79,0.64
2025-04-07 17:45:42,19.58,68.44,542.98,0.9
2025-04-07 17:35:42,13.23,65.04,544.03,0.74
2025-04-07 17:25:42,19.14,71.1,392.27,0.63
2025-04-07 17:15:42,12.65,62.99,514.35,0.68
2025-04-07 17:05:42,14.7,61.92,381.37,0.61
2025-04-07 16:55:42,17.66,64.07,351.25,0.64
2025-04-07 16:45:42,15.0,67.61,414.38,0.45
2025-04-07 16:35:42,12.91,63.28,386.5,0.67
2025-04-07 16:25:42,11.47,60.95,429.58,0.78
2025-04-07 16:15:42,12.18,62.54,329.96,0.62
2025-04-07 16:05:42,12.25,63.46,488.91,0.75
2025-04-07 15:55:42,11.69,61.68,353.2,0.55
2025-04-07 15:45:42,10.29,61.63,419.43,0.48
2025-04-07 15:35:42,11.35,61.77,437.08,0.55
2025-04-07 15:25:42,12.29,62.79,352.57,0.58
2025-04-07 15:15:42,15.97,62.53,456.86,0.74
2025-04-07 15:05:42,11.76,63.22,452.47,0.51
2025-04-07 14:55:42,18.34,66.82,533.52,0.71
2025-04-07 14:45:42,18.68,62.76,444.57,0.78
2025-04-07 14:35:42,15.96,63.19,486.19,0.85
2025-04-07 14:25:42,15.21,69.87,429.0,0.56
2025-04-07 14:15:42,17.94,63.62,558.78,0.74
2025-04-07 14:05:42,16.42,65.46,383.85,0.71
2025-04-07 13:55:42,18.23,63.32,557.15,0.78
2025-04-07 13:45:42,17.21,65.87,464.04,0.85
2025-04-07 13:35:42,12.98,70.4,360.23,0.59
2025-04-07 13:25:42,12.54,66.25,530.16,0.82
2025-04-07 13:15:42,14.4,68.82,446.63,0.52
2025-04-07 13:05:42,16.87,62.07,460.96,0.73
2025-04-07 12:55:42,11.45,62.5,388.36,0.63
2025-04-07 12:45:42,13.59,61.88,510.64,0.78
2025-04-07 12:35:42,15.23,62.54,507.34,0.74
2025-04-07 12:25:42,16.5,63.51,391.95,0.58
2025-04-07 12:15:42,10.27,63.35,309.88,0.79
2025-04-07 12:05:42,11.57,60.11,429.82,0.52
2025-04-07 11:55:42,13.36,67.58,443.73,0.67
2025-04-07 11:45:42,15.46,66.23,406.55,0.49
2025-04-07 11:35:42,13.05,61.85,383.35,0.72
2025-04-07 11:25:42,12.85,64.55,371.21,0.83
2025-04-07 11:15:42,14.04,65.87,516.97,0.81
2025-04-07 11:05:42,18.13,66.59,502.9,0.61
2025-04-07 10:55:42,15.81,63.4,529.88,0.51
2025-04-07 10:45:42,14.0,67.38,494.61,0.63
2025-04-07 10:35:42,13.29,70.05,413.13,0.6
2025-04-07 10:25:42,18.56,65.55,450.7,0.54
2025-04-07 10:15:42,19.23,68.75,402.32,0.82
2025-04-07 10:05:42,16.6,67.25,552.55,0.58
2025-04-07 09:55:42,15.78,68.33,501.58,0.53
2025-04-07 09:45:42,16.84,72.14,385.12,0.85
2025-04-07 09:35:42,13.23,66.42,386.05,0.88
2025-04-07 09:25:42,16.07,63.06,486.79,0.68
2025-04-07 09:15:42,16.34,71.14,538.51,0.7
2025-04-07 09:05:42,13.41,69.84,454.08,0.86
2025-04-07 08:55:42,17.56,64.2,468.47,0.69
2025-04-07 08:45:42,11.14,69.31,340.81,0.7
2025-04-07 08:35:42,10.88,69.98,411.04,0.71
2025-04-07 08:25:42,10.95,69.31,377.88,0.54
2025-04-07 08:15:42,13.62,64.29,435.67,0.59
2025-04-07 08:05:42,11.86,66.2,493.89,0.72
2025-04-07 07:55:42,15.81,67.42,380.01,0.53
2025-04-07 07:45:42,13.46,69.08,330.3,0.71
2025-04-07 07:35:42,15.33,65.65,455.79,0.45
2025-04-07 07:25:42,12.19,64.27,466.39,0.63
2025-04-07 07:15:42,11.3,64.18,331.45,0.75
2025-04-07 07:05:42,17.96,63.24,469.04,0.74
2025-04-07 06:55:42,17.79,69.74,540.21,0.88
2025-04-07 06:45:42,14.92,65.81,407.59,0.57
2025-04-07 06:35:42,17.09,68.22,485.48,0.91
2025-04-07 06:25:42,19.14,68.41,486.31,0.64
2025-04-07 06:15:42,19.55,64.83,438.44,0.73
2025-04-07 06:05:42,19.99,67.22,372.39,0.55
2025-04-07 05:55:42,16.28,63.57,373.15,0.75
2025-04-07 05:45:42,18.33,65.18,553.58,0.87
2025-04-07 05:35:42,15.74,64.16,358.89,0.91
2025-04-07 05:25:42,16.57,64.9,372.3,0.73
2025-04-07 05:15:42,16.82,67.3,458.6,0.48
2025-04-07 05:05:42,16.21,71.13,531.03,0.63
2025-04-07 04:55:42,17.06,70.69,411.07,0.69
2025-04-07 04:45:42,14.92,64.82,431.44,0.46
2025-04-07 04:35:42,16.76,64.46,372.51,0.44
2025-04-07 04:25:42,13.68,62.33,489.18,0.78
2025-04-07 04:15:42,14.45,62.03,484.1,0.64
2025-04-07 04:05:42,10.17,69.37,472.23,0.63
2025-04-07 03:55:42,15.92,69.99,486.05,0.57
2025-04-07 03:45:42,13.85,60.97,503.7,0.49
2025-04-07 03:35:42,17.03,61.42,376.22,0.62
2025-04-07 03:25:42,14.06,65.85,417.17,0.65
2025-04-07 03:15:42,16.88,70.23,328.33,0.63
2025-04-07 03:05:42,17.95,62.6,378.52,0.75
2025-04-07 02:55:42,18.52,67.02,445.28,0.5
2025-04-07 02:45:42,18.19,66.66,366.25,0.64
2025-04-07 02:35:42,15.31,63.38,533.49,0.76
2025-04-07 02:25:42,17.49,70.78,434.72,0.75
2025-04-07 02:15:42,18.65,72.7,382.47,0.54
2025-04-07 02:05:42,19.26,66.92,530.5,0.93
2025-04-07 01:55:42,16.42,67.47,505.66,0.55
2025-04-07 01:45:42,19.42,67.86,524.21,0.81
2025-04-07 01:35:42,14.86,69.14,404.92,0.83
2025-04-07 01:25:42,15.56,71.88,502.4,0.88
2025-04-07 01:15:42,12.73,69.2,422.94,0.87
2025-04-07 01:05:42,15.15,69.78,410.65,0.76
2025-04-07 00:55:42,12.91,63.25,455.34,0.71
2025-04-07 00:45:42,15.1,66.6,460.9,0.65
2025-04-07 00:35:42,16.2,67.79,326.86,0.75
2025-04-07 00:25:42,12.11,60.94,331.94,0.5
2025-04-07 00:15:42,12.04,62.62,461.4,0.59
2025-04-07 00:05:42,13.24,63.78,435.88,0.77
2025-04-06 23:55:42,12.29,64.28,494.08,0.76
2025-04-06 23:45:42,10.81,70.12,412.11,0.59
2025-04-06 23:35:42,13.82,69.77,478.5,0.79
2025-04-06 23:25:42,13.7,66.51,420.2,0.76
2025-04-06 23:15:42,12.99,63.41,366.96,0.5
2025-04-06 23:05:42,17.67,67.99,483.25,0.86
2025-04-06 22:55:42,17.88,65.26,510.66,0.79
2025-04-06 22:45:42,13.48,71.61,399.85,0.8
2025-04-06 22:35:42,18.07,64.01,366.81,0.59
2025-04-06 22:25:42,14.97,66.34,419.72,0.73
2025-04-06 22:15:42,18.11,70.81,491.02,0.54
2025-04-06 22:05:42,18.27,69.22,453.72,0.67
2025-04-06 21:55:42,17.56,64.67,555.09,0.81
2025-04-06 21:45:42,18.0,70.46,549.34,0.61
2025-04-06 21:35:42,14.85,70.59,506.36,0.76
2025-04-06 21:25:42,17.06,65.67,377.45,0.89
2025-04-06 21:15:42,17.6,70.06,367.08,0.87
2025-04-06 21:05:42,12.3,66.07,429.94,0.76
2025-04-06 20:55:42,16.02,70.43,464.59,0.72
2025-04-06 20:45:42,17.35,69.84,372.03,0.77
2025-04-06 20:35:42,11.4,70.3,329.14,0.53
2025-04-06 20:25:42,14.52,66.83,402.37,0.48
2025-04-06 20:15:42,10.73,63.41,406.95,0.48
2025-04-06 20:05:42,15.33,66.39,403.26,0.54
2025-04-06 19:55:42,13.69,60.6,345.31,0.53
2025-04-06 19:45:42,15.8,62.6,389.31,0.65
2025-04-06 19:35:42,14.0,61.8,406.97,0.56
2025-04-06 19:25:42,17.39,61.91,455.48,0.63
2025-04-06 19:15:42,15.1,70.31,346.0,0.84
2025-04-06 19:05:42,13.6,69.6,528.31,0.84
2025-04-06 18:55:42,15.47,63.44,456.15,0.87
2025-04-06 18:45:42,16.4,64.4,518.1,0.88
2025-04-06 18:35:42,12.87,70.58,399.22,0.58
2025-04-06 18:25:42,18.48,67.15,430.76,0.73
2025-04-06 18:15:42,18.65,72.8,408.17,0.57
2025-04-06 18:05:42,19.65,67.82,426.4,0.61
2025-04-06 17:55:42,16.52,67.85,377.03,0.92
2025-04-06 17:45:42,15.82,64.31,453.67,0.59
2025-04-06 17:35:42,13.29,72.28,391.24,0.61
2025-04-06 17:25:42,16.52,62.74,425.65,0.55
2025-04-06 17:15:42,18.07,66.43,425.33,0.54
2025-04-06 17:05:42,13.95,68.04,449.85,0.52
2025-04-06 16:55:42,17.5,65.36,349.88,0.45
2025-04-06 16:45:42,13.07,69.5,411.85,0.5
2025-04-06 16:35:42,16.18,64.37,509.73,0.68
2025-04-06 16:25:42,13.07,68.91,375.65,0.45
2025-04-06 16:15:42,15.71,66.55,470.53,0.58
2025-04-06 16:05:42,13.93,68.0,386.33,0.46
2025-04-06 15:55:42,11.45,61.42,390.12,0.73
2025-04-06 15:45:42,10.62,64.53,371.66,0.51
2025-04-06 15:35:42,14.89,69.41,328.73,0.49
2025-04-06 15:25:42,16.89,64.37,324.15,0.47
2025-04-06 15:15:42,13.1,63.33,490.17,0.68
2025-04-06 15:05:42,17.48,62.71,381.91,0.75
2025-04-06 14:55:42,17.94,63.92,386.62,0.88
2025-04-06 14:45:42,19.11,71.28,512.7,0.89
2025-04-06 14:35:42,18.37,69.25,385.65,0.73
2025-04-06 14:25:42,16.87,71.88,418.45,0.78
2025-04-06 14:15:42,18.41,65.28,374.45,0.93
2025-04-06 14:05:42,18.98,65.69,494.85,0.74
2025-04-06 13:55:42,14.13,72.2,415.64,0.57
2025-04-06 13:45:42,18.97,63.93,414.34,0.68
2025-04-06 13:35:42,16.65,70.43,511.69,0.72
2025-04-06 13:25:42,18.08,68.19,360.53,0.79
2025-04-06 13:15:42,17.79,63.31,378.63,0.84
2025-04-06 13:05:42,16.34,69.93,512.87,0.76
2025-04-06 12:55:42,17.84,61.91,473.41,0.66
2025-04-06 12:45:42,14.72,70.25,418.13,0.8
2025-04-06 12:35:42,16.24,62.84,445.68,0.46
2025-04-06 12:25:42,12.81,61.13,447.48,0.46
2025-04-06 12:15:42,14.73,67.17,450.22,0.61
2025-04-06 12:05:42,15.93,67.82,487.03,0.66
2025-04-06 11:55:42,11.97,65.52,489.59,0.52
2025-04-06 11:45:42,16.68,64.55,359.36,0.75
2025-04-06 11:35:42,16.38,67.4,425.65,0.57
2025-04-06 11:25:42,13.69,69.03,322.57,0.82
2025-04-06 11:15:42,11.38,69.87,338.0,0.54
2025-04-06 11:05:42,15.99,63.84,465.79,0.86
2025-04-06 10:55:42,17.78,64.57,436.97,0.53
2025-04-06 10:45:42,15.71,69.98,494.78,0.55
2025-04-06 10:35:42,13.94,69.75,447.6,0.52
2025-04-06 10:25:42,16.45,63.75,428.27,0.59
2025-04-06 10:15:42,19.7,69.76,445.78,0.76
2025-04-06 10:05:42,17.87,72.34,371.14,0.75
2025-04-06 09:55:42,14.18,70.51,440.15,0.59
2025-04-06 09:45:42,14.9,63.45,529.74,0.78
2025-04-06 09:35:42,16.13,69.41,424.97,0.77
2025-04-06 09:25:42,13.86,68.95,522.65,0.57
2025-04-06 09:15:42,15.52,65.23,531.57,0.61
2025-04-06 09:05:42,15.05,69.69,517.12,0.75
2025-04-06 08:55:42,11.57,70.11,523.23,0.69
2025-04-06 08:45:42,12.85,70.46,432.43,0.7
2025-04-06 08:35:42,15.29,63.2,400.98,0.58
2025-04-06 08:25:42,14.12,61.47,399.94,0.66
2025-04-06 08:15:42,10.62,68.96,455.57,0.57
2025-04-06 08:05:42,11.68,64.39,391.46,0.69
2025-04-06 07:55:42,16.09,60.97,361.41,0.52
2025-04-06 07:45:42,10.8,60.81,484.98,0.54
2025-04-06 07:35:42,15.62,69.4,439.29,0.63
2025-04-06 07:25:42,13.47,65.58,362.64,0.48
2025-04-06 07:15:42,12.48,66.53,455.63,0.77
2025-04-06 07:05:42,17.06,66.35,491.83,0.84
2025-04-06 06:55:42,16.07,69.76,437.38,0.72
2025-04-06 06:45:42,17.71,64.71,478.8,0.82
2025-04-06 06:35:42,18.46,63.99,543.32,0.85
2025-04-06 06:25:42,16.91,71.46,545.81,0.59
2025-04-06 06:15:42,14.81,65.63,427.96,0.7
2025-04-06 06:05:42,15.94,63.34,432.09,0.65
2025-04-06 05:55:42,15.75,66.52,418.98,0.76
2025-04-06 05:45:42,14.38,69.1,560.01,0.77
2025-04-06 05:35:42,15.02,63.02,453.77,0.63
2025-04-06 05:25:42,15.16,65.41,487.37,0.85
2025-04-06 05:15:42,13.5,65.69,377.29,0.8
2025-04-06 05:05:42,17.68,69.59,398.68,0.74
2025-04-06 04:55:42,14.87,65.0,496.63,0.58
2025-04-06 04:45:42,12.18,62.16,386.45,0.5
2025-04-06 04:35:42,15.97,61.67,342.54,0.71
2025-04-06 04:25:42,12.82,68.22,394.57,0.46
2025-04-06 04:15:42,14.44,64.96,451.61,0.51
2025-04-06 04:05:42,16.43,61.84,446.33,0.6
2025-04-06 03:55:42,11.36,68.01,312.57,0.66
2025-04-06 03:45:42,11.05,61.0,497.03,0.48
2025-04-06 03:35:42,11.93,68.05,401.29,0.77
2025-04-06 03:25:42,15.55,69.48,430.15,0.56
2025-04-06 03:15:42,11.55,67.39,419.1,0.57
2025-04-06 03:05:42,14.9,65.65,373.73,0.56
