,Timestamp,MAC,Temperature,Moisture,Light,Conductivity
125,2025-01-21 02:53:06,c4:7c:8d:6d:26:c9,23.2,3,265,0
126,2025-01-21 02:58:31,c4:7c:8d:6d:4e:df,22.0,22,86,126
127,2025-01-21 02:58:34,c4:7c:8d:6d:26:c9,23.2,3,168,0
128,2025-01-21 03:04:00,c4:7c:8d:6d:4e:df,22.0,22,43,125
129,2025-01-21 03:04:03,c4:7c:8d:6d:26:c9,23.2,3,214,0
130,2025-01-21 03:09:28,c4:7c:8d:6d:4e:df,22.0,22,87,126
131,2025-01-21 03:14:56,c4:7c:8d:6d:4e:df,21.9,22,43,123
132,2025-01-21 03:14:59,c4:7c:8d:6d:26:c9,23.2,3,233,0
133,2025-01-21 03:20:23,c4:7c:8d:6d:4e:df,22.1,21,84,126
134,2025-01-21 03:20:26,c4:7c:8d:6d:26:c9,23.3,3,246,0
135,2025-01-21 03:25:49,c4:7c:8d:6d:4e:df,22.0,22,24,125
136,2025-01-21 03:25:52,c4:7c:8d:6d:26:c9,23.3,3,233,0
137,2025-01-21 03:31:17,c4:7c:8d:6d:4e:df,22.1,22,87,125
138,2025-01-21 03:31:20,c4:7c:8d:6d:26:c9,23.2,3,232,0
139,2025-01-21 03:36:43,c4:7c:8d:6d:4e:df,22.1,22,0,123
140,2025-01-21 03:36:46,c4:7c:8d:6d:26:c9,23.2,3,136,0
141,2025-01-21 03:42:12,c4:7c:8d:6d:4e:df,22.2,22,48,125
142,2025-01-21 03:42:17,c4:7c:8d:6d:26:c9,23.3,3,214,0
143,2025-01-21 03:47:40,c4:7c:8d:6d:4e:df,22.0,21,24,125
144,2025-01-21 03:47:43,c4:7c:8d:6d:26:c9,23.2,3,202,0
145,2025-01-21 03:53:06,c4:7c:8d:6d:4e:df,22.0,21,86,125
146,2025-01-21 03:53:09,c4:7c:8d:6d:26:c9,23.2,3,230,0
147,2025-01-21 03:58:33,c4:7c:8d:6d:4e:df,22.1,22,24,122
148,2025-01-21 03:58:36,c4:7c:8d:6d:26:c9,23.3,3,248,0
149,2025-01-21 04:04:00,c4:7c:8d:6d:4e:df,22.2,22,87,125
150,2025-01-21 04:04:03,c4:7c:8d:6d:26:c9,23.3,3,246,0
151,2025-01-21 04:09:28,c4:7c:8d:6d:4e:df,22.0,21,47,125
152,2025-01-21 04:09:31,c4:7c:8d:6d:26:c9,23.3,3,214,0
153,2025-01-21 04:14:55,c4:7c:8d:6d:4e:df,22.1,22,86,123
154,2025-01-21 04:14:58,c4:7c:8d:6d:26:c9,23.4,3,232,0
155,2025-01-21 04:20:22,c4:7c:8d:6d:4e:df,22.1,22,45,122
156,2025-01-21 04:20:25,c4:7c:8d:6d:26:c9,23.4,3,249,0
157,2025-01-21 04:25:50,c4:7c:8d:6d:4e:df,22.0,21,84,123
158,2025-01-21 04:31:15,c4:7c:8d:6d:4e:df,22.2,21,6,121
159,2025-01-21 04:31:18,c4:7c:8d:6d:26:c9,23.3,3,199,0
160,2025-01-21 04:36:42,c4:7c:8d:6d:4e:df,22.2,21,86,123
161,2025-01-21 04:36:46,c4:7c:8d:6d:26:c9,23.2,3,265,0
162,2025-01-21 04:42:09,c4:7c:8d:6d:4e:df,22.1,22,0,125
163,2025-01-21 04:42:12,c4:7c:8d:6d:26:c9,23.4,3,199,0
164,2025-01-21 04:47:36,c4:7c:8d:6d:4e:df,22.0,21,87,125
165,2025-01-21 04:47:39,c4:7c:8d:6d:26:c9,23.2,3,215,0
166,2025-01-21 04:53:02,c4:7c:8d:6d:4e:df,22.2,21,6,123
167,2025-01-21 04:53:05,c4:7c:8d:6d:26:c9,23.4,3,170,0
168,2025-01-21 04:58:29,c4:7c:8d:6d:4e:df,22.1,21,86,123
169,2025-01-21 04:58:32,c4:7c:8d:6d:26:c9,23.3,3,248,0
170,2025-01-21 05:03:57,c4:7c:8d:6d:4e:df,22.0,21,6,123
171,2025-01-21 05:04:00,c4:7c:8d:6d:26:c9,23.4,3,232,0
172,2025-01-21 05:09:23,c4:7c:8d:6d:4e:df,22.2,21,84,121
173,2025-01-21 05:14:53,c4:7c:8d:6d:4e:df,22.1,21,24,122
174,2025-01-21 05:14:56,c4:7c:8d:6d:26:c9,23.3,3,170,0
175,2025-01-21 05:20:23,c4:7c:8d:6d:4e:df,22.1,21,84,121
176,2025-01-21 05:20:26,c4:7c:8d:6d:26:c9,23.4,3,215,0
177,2025-01-21 05:25:50,c4:7c:8d:6d:4e:df,22.1,21,6,123
178,2025-01-21 05:25:53,c4:7c:8d:6d:26:c9,23.4,3,232,0
179,2025-01-21 05:31:18,c4:7c:8d:6d:4e:df,22.1,21,87,122
180,2025-01-21 05:31:21,c4:7c:8d:6d:26:c9,23.4,3,215,0
181,2025-01-21 05:36:47,c4:7c:8d:6d:4e:df,22.1,21,43,122
182,2025-01-21 05:36:50,c4:7c:8d:6d:26:c9,23.4,3,168,0
183,2025-01-21 05:42:17,c4:7c:8d:6d:4e:df,21.9,21,86,121
184,2025-01-21 05:42:20,c4:7c:8d:6d:26:c9,23.3,3,232,0
185,2025-01-21 05:47:45,c4:7c:8d:6d:4e:df,22.0,21,24,121
186,2025-01-21 05:47:50,c4:7c:8d:6d:26:c9,23.4,3,138,0
187,2025-01-21 05:53:13,c4:7c:8d:6d:4e:df,22.2,21,84,120
188,2025-01-21 05:53:16,c4:7c:8d:6d:26:c9,23.4,3,168,0
189,2025-01-21 05:58:42,c4:7c:8d:6d:4e:df,22.0,21,24,121
190,2025-01-21 05:58:45,c4:7c:8d:6d:26:c9,23.4,3,183,0
191,2025-01-21 06:04:10,c4:7c:8d:6d:4e:df,22.0,21,47,121
192,2025-01-21 06:04:13,c4:7c:8d:6d:26:c9,23.2,3,232,0
193,2025-01-21 06:09:36,c4:7c:8d:6d:4e:df,22.0,21,24,121
194,2025-01-21 06:09:38,c4:7c:8d:6d:26:c9,23.2,3,170,0
195,2025-01-21 06:15:04,c4:7c:8d:6d:4e:df,22.0,21,65,121
196,2025-01-21 06:15:06,c4:7c:8d:6d:26:c9,23.2,3,202,0
197,2025-01-21 06:20:32,c4:7c:8d:6d:4e:df,22.1,21,4,121
198,2025-01-21 06:20:35,c4:7c:8d:6d:26:c9,23.2,3,233,0
199,2025-01-21 06:25:58,c4:7c:8d:6d:4e:df,22.2,21,86,121
200,2025-01-21 06:26:01,c4:7c:8d:6d:26:c9,23.3,3,214,0
201,2025-01-21 06:31:26,c4:7c:8d:6d:4e:df,22.0,21,43,121
202,2025-01-21 06:31:29,c4:7c:8d:6d:26:c9,23.3,3,199,0
203,2025-01-21 06:36:52,c4:7c:8d:6d:4e:df,22.0,21,86,121
204,2025-01-21 06:36:54,c4:7c:8d:6d:26:c9,23.3,3,215,0
205,2025-01-21 06:42:18,c4:7c:8d:6d:4e:df,22.0,21,43,121
206,2025-01-21 06:42:21,c4:7c:8d:6d:26:c9,23.2,3,136,0
207,2025-01-21 06:47:44,c4:7c:8d:6d:4e:df,22.2,21,86,121
208,2025-01-21 06:47:46,c4:7c:8d:6d:26:c9,23.4,3,246,0
209,2025-01-21 06:53:11,c4:7c:8d:6d:4e:df,22.2,21,3,121
210,2025-01-21 06:53:13,c4:7c:8d:6d:26:c9,23.4,3,215,0
211,2025-01-21 06:58:37,c4:7c:8d:6d:4e:df,22.1,21,68,120
212,2025-01-21 06:58:39,c4:7c:8d:6d:26:c9,23.2,3,215,0
213,2025-01-21 07:04:06,c4:7c:8d:6d:4e:df,22.2,21,0,119
214,2025-01-21 07:04:08,c4:7c:8d:6d:26:c9,23.2,3,214,0
215,2025-01-21 07:09:32,c4:7c:8d:6d:4e:df,22.1,21,84,121
216,2025-01-21 07:09:34,c4:7c:8d:6d:26:c9,23.4,3,170,0
217,2025-01-21 07:14:58,c4:7c:8d:6d:4e:df,22.2,21,4,120
218,2025-01-21 07:15:00,c4:7c:8d:6d:26:c9,23.2,3,246,0
219,2025-01-21 07:20:24,c4:7c:8d:6d:4e:df,22.0,21,104,121
220,2025-01-21 07:20:26,c4:7c:8d:6d:26:c9,23.2,3,215,0
221,2025-01-21 07:25:50,c4:7c:8d:6d:4e:df,22.2,21,45,121
222,2025-01-21 07:25:52,c4:7c:8d:6d:26:c9,23.3,3,233,0
223,2025-01-21 07:31:16,c4:7c:8d:6d:4e:df,22.2,21,123,117
224,2025-01-21 07:31:18,c4:7c:8d:6d:26:c9,23.2,3,154,0
225,2025-01-21 07:36:42,c4:7c:8d:6d:4e:df,22.1,21,82,121
226,2025-01-21 07:36:44,c4:7c:8d:6d:26:c9,23.4,3,185,0
227,2025-01-21 07:42:08,c4:7c:8d:6d:4e:df,22.2,21,156,120
228,2025-01-21 07:42:11,c4:7c:8d:6d:26:c9,23.2,3,246,0
229,2025-01-21 07:47:35,c4:7c:8d:6d:4e:df,22.2,21,104,119
230,2025-01-21 07:47:37,c4:7c:8d:6d:26:c9,23.4,3,202,0
231,2025-01-21 07:53:03,c4:7c:8d:6d:4e:df,22.0,21,189,120
232,2025-01-21 07:53:06,c4:7c:8d:6d:26:c9,23.2,3,214,0
233,2025-01-21 07:58:31,c4:7c:8d:6d:4e:df,22.0,21,107,121
234,2025-01-21 07:58:33,c4:7c:8d:6d:26:c9,23.2,3,246,0
235,2025-01-21 08:03:59,c4:7c:8d:6d:4e:df,22.0,21,175,118
236,2025-01-21 08:04:01,c4:7c:8d:6d:26:c9,23.2,3,199,0
237,2025-01-21 08:09:25,c4:7c:8d:6d:4e:df,22.1,21,121,120
238,2025-01-21 08:09:27,c4:7c:8d:6d:26:c9,23.2,3,246,0
239,2025-01-21 08:14:55,c4:7c:8d:6d:4e:df,22.1,21,190,117
240,2025-01-21 08:14:57,c4:7c:8d:6d:26:c9,23.2,3,214,0
241,2025-01-21 08:20:22,c4:7c:8d:6d:4e:df,22.2,21,158,117
242,2025-01-21 08:20:24,c4:7c:8d:6d:26:c9,23.2,3,168,0
243,2025-01-21 08:25:54,c4:7c:8d:6d:4e:df,22.0,21,221,117
244,2025-01-21 08:25:56,c4:7c:8d:6d:26:c9,23.1,3,214,0
245,2025-01-21 08:31:20,c4:7c:8d:6d:4e:df,22.2,21,189,120
246,2025-01-21 08:31:22,c4:7c:8d:6d:26:c9,23.2,3,120,0
247,2025-01-21 08:36:46,c4:7c:8d:6d:4e:df,22.1,21,256,119
248,2025-01-21 08:36:48,c4:7c:8d:6d:26:c9,23.2,3,246,0
249,2025-01-21 08:42:13,c4:7c:8d:6d:4e:df,22.0,21,252,117
250,2025-01-21 08:42:15,c4:7c:8d:6d:26:c9,23.4,3,215,0
251,2025-01-21 08:47:39,c4:7c:8d:6d:4e:df,22.3,21,303,117
252,2025-01-21 08:47:41,c4:7c:8d:6d:26:c9,23.3,3,198,0
253,2025-01-21 08:53:08,c4:7c:8d:6d:4e:df,22.2,21,236,117
254,2025-01-21 08:53:10,c4:7c:8d:6d:26:c9,23.4,3,214,0
255,2025-01-21 08:58:37,c4:7c:8d:6d:4e:df,22.2,21,285,117
256,2025-01-21 08:58:39,c4:7c:8d:6d:26:c9,23.5,3,217,0
257,2025-01-21 09:04:05,c4:7c:8d:6d:4e:df,22.1,21,267,117
258,2025-01-21 09:09:32,c4:7c:8d:6d:4e:df,22.1,21,287,116
259,2025-01-21 09:09:35,c4:7c:8d:6d:26:c9,23.4,3,246,0
260,2025-01-21 09:14:59,c4:7c:8d:6d:4e:df,22.2,21,269,119
261,2025-01-21 09:15:01,c4:7c:8d:6d:26:c9,23.5,3,215,0
262,2025-01-21 09:20:25,c4:7c:8d:6d:4e:df,22.1,21,321,116
263,2025-01-21 09:20:27,c4:7c:8d:6d:26:c9,23.5,3,248,0
264,2025-01-21 09:25:54,c4:7c:8d:6d:4e:df,22.2,21,252,117
265,2025-01-21 09:25:56,c4:7c:8d:6d:26:c9,23.5,3,215,0
266,2025-01-21 09:31:20,c4:7c:8d:6d:4e:df,22.2,21,301,117
267,2025-01-21 09:31:22,c4:7c:8d:6d:26:c9,23.5,3,246,0
268,2025-01-21 09:36:48,c4:7c:8d:6d:4e:df,22.2,21,236,117
269,2025-01-21 09:36:50,c4:7c:8d:6d:26:c9,23.4,3,214,0
270,2025-01-21 09:42:15,c4:7c:8d:6d:4e:df,22.1,21,301,117
271,2025-01-21 09:42:17,c4:7c:8d:6d:26:c9,23.5,3,246,0
272,2025-01-21 09:47:41,c4:7c:8d:6d:4e:df,22.1,21,271,116
273,2025-01-21 09:47:43,c4:7c:8d:6d:26:c9,23.5,3,230,0
274,2025-01-21 09:53:07,c4:7c:8d:6d:4e:df,22.1,21,318,115
275,2025-01-21 09:53:09,c4:7c:8d:6d:26:c9,23.5,3,248,0
276,2025-01-21 09:58:33,c4:7c:8d:6d:4e:df,22.2,21,271,117
277,2025-01-21 09:58:35,c4:7c:8d:6d:26:c9,23.4,3,170,0
278,2025-01-21 10:03:59,c4:7c:8d:6d:4e:df,22.1,21,335,116
279,2025-01-21 10:04:01,c4:7c:8d:6d:26:c9,23.4,3,262,0
280,2025-01-21 10:09:25,c4:7c:8d:6d:4e:df,22.0,21,267,118
281,2025-01-21 10:09:28,c4:7c:8d:6d:26:c9,23.4,3,215,0
282,2025-01-21 10:14:52,c4:7c:8d:6d:4e:df,22.2,21,353,115
283,2025-01-21 10:14:54,c4:7c:8d:6d:26:c9,23.2,3,264,0
284,2025-01-21 10:20:20,c4:7c:8d:6d:4e:df,22.3,21,351,117
285,2025-01-21 10:20:22,c4:7c:8d:6d:26:c9,23.4,3,246,0
286,2025-01-21 10:25:46,c4:7c:8d:6d:4e:df,22.2,21,524,115
287,2025-01-21 10:25:50,c4:7c:8d:6d:26:c9,23.4,3,296,0
288,2025-01-21 10:31:15,c4:7c:8d:6d:4e:df,22.2,21,488,115
289,2025-01-21 10:36:41,c4:7c:8d:6d:4e:df,22.3,21,488,116
290,2025-01-21 10:42:08,c4:7c:8d:6d:4e:df,22.3,21,417,117
291,2025-01-21 10:42:11,c4:7c:8d:6d:26:c9,23.5,3,311,0
292,2025-01-21 10:47:36,c4:7c:8d:6d:4e:df,22.2,21,454,116
293,2025-01-21 10:47:38,c4:7c:8d:6d:26:c9,23.5,3,280,0
294,2025-01-21 10:53:03,c4:7c:8d:6d:4e:df,22.3,21,385,115
295,2025-01-21 10:53:06,c4:7c:8d:6d:26:c9,23.4,3,295,0
296,2025-01-21 10:58:33,c4:7c:8d:6d:4e:df,22.4,21,420,116
297,2025-01-21 10:58:36,c4:7c:8d:6d:26:c9,23.4,3,264,0
298,2025-01-21 11:04:00,c4:7c:8d:6d:4e:df,22.6,21,417,115
299,2025-01-21 11:04:02,c4:7c:8d:6d:26:c9,23.4,3,311,0
300,2025-01-21 11:09:25,c4:7c:8d:6d:4e:df,22.5,21,508,117
301,2025-01-21 11:09:28,c4:7c:8d:6d:26:c9,23.6,3,344,0
302,2025-01-21 11:14:52,c4:7c:8d:6d:4e:df,22.6,21,551,114
303,2025-01-21 11:14:54,c4:7c:8d:6d:26:c9,23.5,3,380,0
304,2025-01-21 11:20:19,c4:7c:8d:6d:4e:df,22.5,21,569,117
305,2025-01-21 11:25:50,c4:7c:8d:6d:4e:df,22.7,21,436,116
306,2025-01-21 11:25:54,c4:7c:8d:6d:26:c9,23.8,3,363,0
307,2025-01-21 11:31:18,c4:7c:8d:6d:4e:df,22.5,21,505,117
308,2025-01-21 11:31:20,c4:7c:8d:6d:26:c9,23.8,3,1778,0
309,2025-01-21 11:36:43,c4:7c:8d:6d:4e:df,22.4,21,450,117
310,2025-01-21 11:42:11,c4:7c:8d:6d:4e:df,22.7,21,536,114
311,2025-01-21 11:42:14,c4:7c:8d:6d:26:c9,23.9,3,1516,0
312,2025-01-21 11:47:38,c4:7c:8d:6d:4e:df,22.7,21,502,116
313,2025-01-21 11:47:40,c4:7c:8d:6d:26:c9,23.8,3,878,0
314,2025-01-21 11:53:10,c4:7c:8d:6d:4e:df,22.7,21,637,115
315,2025-01-21 11:53:13,c4:7c:8d:6d:26:c9,24.0,3,592,0
316,2025-01-21 11:58:39,c4:7c:8d:6d:4e:df,22.7,21,552,114
317,2025-01-21 11:58:41,c4:7c:8d:6d:26:c9,24.0,3,379,0
318,2025-01-21 12:04:07,c4:7c:8d:6d:4e:df,22.4,21,604,115
319,2025-01-21 12:04:09,c4:7c:8d:6d:26:c9,23.8,3,480,0
320,2025-01-21 12:09:34,c4:7c:8d:6d:4e:df,22.4,21,536,114
321,2025-01-21 12:09:36,c4:7c:8d:6d:26:c9,23.8,3,446,0
322,2025-01-21 12:15:04,c4:7c:8d:6d:4e:df,22.5,21,653,114
323,2025-01-21 12:15:06,c4:7c:8d:6d:26:c9,23.9,3,513,0
324,2025-01-21 12:20:31,c4:7c:8d:6d:4e:df,22.5,21,599,115
325,2025-01-21 12:20:33,c4:7c:8d:6d:26:c9,24.0,3,395,0
326,2025-01-21 12:25:57,c4:7c:8d:6d:4e:df,22.7,21,585,117
327,2025-01-21 12:25:59,c4:7c:8d:6d:26:c9,24.0,3,362,0
328,2025-01-21 12:31:24,c4:7c:8d:6d:4e:df,22.6,21,520,116
329,2025-01-21 12:31:27,c4:7c:8d:6d:26:c9,23.8,3,310,0
330,2025-01-21 12:36:52,c4:7c:8d:6d:4e:df,22.5,21,588,115
